Date,Year,Hardware Weighted Ave Energy Efficiency (J/GH),1 Month MA of Efficiency (J/GH),HR (GH/s),Energy-In (W),Price ($),Circulating BTC (Stock),Flow,S2F,SF Model ($),Supply Growth Rate (1/s),Energy Value ($),Energy Value Residuals,Barssince,Est. Energy Efficiency (2015-),Est. Energy Value,Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2020,2020,0.05344242424,0.05435419192,89549429166,4867386859,"9,167.26","  18,381,925 ","  657,725 ",26.42734425,"7,382.79",0.00000012%,"8,118.64",1099601.32,4159,0.0400984975,6.0E+03,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2020,2020,0.05344242424,0.05422393939,89549429166,4855722820,"9,167.26","  18,382,825 ","  658,625 ",26.39259822,"7,353.71",0.00000012%,"8,088.54",1163642.485,4160,0.04003327864,6.0E+03,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2020,2020,0.05344242424,0.05409368687,93312010223,5047590662,"8,899.66","  18,383,725 ","  659,525 ",26.35794701,"7,324.78",0.00000012%,"8,397.11",252559.8232,4161,0.03996816586,6.2E+03,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2020,2020,0.05344242424,0.05396343434,93312010223,5035436537,"8,899.66","  18,384,625 ","  654,113 ",26.57742361,"7,509.29",0.00000012%,"8,446.64",205227.4136,4162,0.03990315898,6.2E+03,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2020,2020,0.05344242424,0.05383318182,93312010223,5023282412,"8,899.66","  18,385,525 ","  655,013 ",26.54227973,"7,479.54",0.00000012%,"8,415.11",234789.0321,4163,0.03983825783,6.2E+03,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2020,2020,0.05344242424,0.05370292929,95569558858,5132365262,"9,569.21","  18,386,425 ","  655,913 ",26.50723229,"7,449.95",0.00000012%,"8,586.49",965729.4645,4164,0.03977346224,6.4E+03,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2020,2020,0.05344242424,0.05357267677,95569558858,5119917086,"9,569.21","  18,387,325 ","  651,463 ",26.68967899,"7,604.84",0.00000012%,"8,624.63",892240.0718,4165,0.03970877203,6.4E+03,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2020,2020,0.05344242424,0.05344242424,95569558858,5107468909,"9,569.21","  18,388,225 ","  652,363 ",26.65423748,"7,574.58",0.00000012%,"8,592.23",954487.4709,4166,0.03964418705,6.4E+03,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2020,2020,0.05172903226,0.05338531118,100837172338,5383223823,"9,450.84","  18,389,125 ","  653,263 ",26.61889363,"7,544.49",0.00000012%,"9,044.12",165419.7228,4167,0.03957970711,6.7E+03,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2020,2020,0.051284375,0.0533133762,100837172338,5375970104,"9,450.84","  18,390,025 ","  649,113 ",26.7904639,"7,691.32",0.00000012%,"9,090.15",130097.3995,4168,0.03951533204,6.7E+03,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2020,2020,0.051284375,0.05324144123,100837172338,5368716385,"9,450.84","  18,390,925 ","  650,013 ",26.75475472,"7,660.60",0.00000012%,"9,065.78",148267.6244,4169,0.03945106168,6.7E+03,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2020,2020,0.051284375,0.05316950625,108668660653,5777859032,"9,658.04","  18,391,825 ","  650,913 ",26.71914428,"7,630.05",0.00000012%,"9,743.69",7335.889182,4170,0.03938689585,7.2E+03,-1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2020,2020,0.051284375,0.05309757128,108668660653,5770041955,"9,658.04","  18,392,725 ","  645,875 ",26.92893362,"7,811.19",0.00000012%,"9,806.91",22161.60288,4171,0.03932283438,7.3E+03,-2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2020,2020,0.051284375,0.0530256363,108668660653,5762224877,"9,658.04","  18,393,625 ","  646,775 ",26.892853,"7,779.84",0.00000012%,"9,780.50",14996.37667,4172,0.03925887711,7.2E+03,-1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2020,2020,0.051284375,0.05295370133,108539589208,5747572989,"9,670.43","  18,394,525 ","  647,675 ",26.85687266,"7,748.65",0.00000012%,"9,742.58",5205.354618,4173,0.03919502386,7.2E+03,-1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2020,2020,0.051284375,0.05288176635,108539589208,5739765197,"9,670.43","  18,395,425 ","  643,225 ",27.04407478,"7,911.82",0.00000012%,"9,797.16",16060.5887,4174,0.03913127447,7.2E+03,-1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2020,2020,0.051284375,0.05280983138,108539589208,5731957404,"9,670.43","  18,396,325 ","  644,125 ",27.00768484,"7,879.92",0.00000012%,"9,770.67",10047.7365,4175,0.03906762877,7.2E+03,-1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2020,2020,0.051284375,0.0527378964,111952783838,5904154316,"9,775.15","  18,397,225 ","  645,025 ",26.97139646,"7,848.20",0.00000012%,"10,050.67",75912.31486,4176,0.03900408658,7.4E+03,-3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2020,2020,0.051284375,0.05266596143,111952783838,5896100995,"9,775.15","  18,398,125 ","  640,613 ",27.1585787,"8,012.74",0.00000012%,"10,106.62",109872.022,4177,0.03894064774,7.5E+03,-3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2020,2020,0.051284375,0.05259402645,111952783838,5888047675,"9,775.15","  18,399,025 ","  641,513 ",27.12187993,"7,980.30",0.00000012%,"10,079.18",92432.38354,4178,0.03887731208,7.5E+03,-3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2020,2020,0.051284375,0.05252209148,107856950283,5664872609,"9,459.97","  18,399,925 ","  642,413 ",27.08528399,"7,948.04",0.00000012%,"9,684.06",50216.65466,4179,0.03881407944,7.2E+03,-2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2020,2020,0.051284375,0.0524501565,107856950283,5657113922,"9,459.97","  18,400,825 ","  637,750 ",27.28471188,"8,124.90",0.00000012%,"9,742.00",79542.61873,4180,0.03875094964,7.2E+03,-3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2020,2020,0.051284375,0.05237822153,107856950283,5649355235,"9,459.97","  18,401,725 ","  638,650 ",27.24767087,"8,091.86",0.00000012%,"9,715.43",65262.15201,4181,0.03868792252,7.2E+03,-3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2020,2020,0.051284375,0.05230628656,106374812691,5564071435,"9,426.70","  18,402,625 ","  639,550 ",27.21073411,"8,058.99",0.00000012%,"9,555.80",16666.05412,4182,0.03862499791,7.1E+03,-1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2020,2020,0.051284375,0.05223435158,106374812691,5556419365,"9,426.70","  18,403,525 ","  634,538 ",27.42710242,"8,252.77",0.00000012%,"9,618.53",36800.47704,4183,0.03856217565,7.1E+03,-2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2020,2020,0.051284375,0.05216241661,97298323037,5075315661,"9,454.81","  18,404,425 ","  635,438 ",27.38967247,"8,219.03",0.00000012%,"8,773.72",463881.1176,4184,0.03849945556,6.5E+03,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2020,2020,0.051284375,0.05209048163,111422273155,5804039873,"9,380.03","  18,405,325 ","  636,338 ",27.3523484,"8,185.47",0.00000012%,"10,019.80",409303.1975,4185,0.03843683749,7.4E+03,-6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2020,2020,0.051284375,0.05201854666,107498953678,5591939337,"9,300.15","  18,406,225 ","  632,013 ",27.54095053,"8,355.97",0.00000012%,"9,720.20",176444.606,4186,0.03837432126,7.2E+03,-4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2020,2020,0.051284375,0.05194661168,114560928737,5951052079,"9,357.43","  18,407,125 ","  632,913 ",27.50320937,"8,321.66",0.00000012%,"10,330.26",946390.6303,4187,0.03831190671,7.6E+03,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2020,2020,0.051284375,0.05187467671,112206937051,5820698584,"9,284.78","  18,408,025 ","  633,813 ",27.46557539,"8,287.55",0.00000012%,"10,090.15",648626.5431,4188,0.03824959368,7.4E+03,-8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2020,2020,0.051284375,0.05180274173,123976895483,6422343097,"9,691.90","  18,408,925 ","  628,413 ",27.7030215,"8,504.36",0.00000011%,"11,229.35",2363751.431,4189,0.038187382,8.3E+03,-14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2020,2020,0.051284375,0.05173080676,109068281469,5642190192,"9,621.49","  18,409,825 ","  629,313 ",27.66483265,"8,469.23",0.00000011%,"9,851.67",52981.5374,4190,0.0381252715,7.3E+03,-2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2020,2020,0.051284375,0.05165887178,110637609260,5715414071,"9,276.58","  18,410,725 ","  630,213 ",27.62675288,"8,434.31",0.00000011%,"9,965.78",475003.275,4191,0.03806326203,7.3E+03,-7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2020,2020,0.051284375,0.05158693681,128684878855,6638458714,"9,240.85","  18,411,625 ","  625,238 ",27.84801775,"8,638.59",0.00000011%,"11,667.98",5890938.187,4192,0.03800135341,8.6E+03,-21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2020,2020,0.051284375,0.05151500183,108283617573,5578230758,"9,154.45","  18,412,525 ","  626,138 ",27.80942684,"8,602.73",0.00000011%,"9,790.90",405064.6404,4193,0.03793954548,7.2E+03,-7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,0.051284375,0.05144306686,117699584319,6054827585,"9,004.23","  18,413,425 ","  627,038 ",27.77094671,"8,567.06",0.00000011%,"10,612.71",2587218.269,4194,0.03787783808,7.8E+03,-15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,0.051284375,0.05137113188,113776264842,5844815506,"9,127.47","  18,414,325 ","  622,075 ",27.9939316,"8,775.09",0.00000011%,"10,326.87",1438557.907,4195,0.03781623105,7.6E+03,-12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,0.051284375,0.05129919691,115344676146,5917089254,"9,185.35","  18,415,225 ","  622,975 ",27.95493399,"8,738.47",0.00000011%,"10,440.00",1574149.963,4196,0.03775472422,7.7E+03,-12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,0.051284375,0.051284375,127111309039,6518824040,"9,133.97","  18,416,125 ","  623,875 ",27.91604889,"8,702.06",0.00000011%,"11,485.69",5530597.027,4197,0.03769331742,8.4E+03,-20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,0.051409375,0.05128854167,128680584459,6599839518,"9,236.38","  18,417,025 ","  618,563 ",28.15725978,"8,929.58",0.00000011%,"11,728.91",6212715.478,4198,0.03763201051,8.6E+03,-21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,0.051409375,0.05129270833,127895946749,6560129494,"9,087.98","  18,417,925 ","  619,463 ",28.11780374,"8,892.10",0.00000011%,"11,642.00",6523042.164,4199,0.0375708033,8.5E+03,-22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,0.051409375,0.051296875,123188120489,6319165618,"9,072.42","  18,418,825 ","  620,363 ",28.07846219,"8,854.82",0.00000011%,"11,198.68",4521001.787,4200,0.03750969565,8.2E+03,-19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,0.051409375,0.05130104167,127895946749,6561195293,"9,131.31","  18,419,725 ","  614,763 ",28.33569875,"9,100.43",0.00000011%,"11,734.13",6774666.139,4201,0.03744868739,8.6E+03,-22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2020,2020,0.051409375,0.05130520833,120834207358,6199424182,"9,089.09","  18,420,625 ","  615,663 ",28.29573833,"9,061.98",0.00000011%,"11,071.50",3929937.483,4202,0.03738777836,8.1E+03,-18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2020,2020,0.051409375,0.051309375,126326671329,6481742552,"9,348.91","  18,421,525 ","  616,563 ",28.25589458,"9,023.75",0.00000011%,"11,559.39",4886208.302,4203,0.03732696839,8.4E+03,-19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2020,2020,0.051409375,0.05131354167,118480294228,6079643515,"9,256.23","  18,422,425 ","  611,700 ",28.48197646,"9,242.09",0.00000011%,"10,929.04",2798308.888,4204,0.03726625733,7.9E+03,-15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2020,2020,0.051409375,0.05131770833,128680584459,6603592701,"9,440.07","  18,423,325 ","  612,600 ",28.44160137,"9,202.85",0.00000011%,"11,854.09",5827501.335,4205,0.03720564501,8.6E+03,-20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2020,2020,0.051409375,0.051321875,126326671329,6483321635,"9,238.04","  18,424,225 ","  613,500 ",28.40134474,"9,163.82",0.00000011%,"11,621.72",5681933.618,4206,0.03714513127,8.4E+03,-21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2020,2020,0.051409375,0.05132604167,122403482779,6282486257,"9,287.40","  18,425,125 ","  608,975 ",28.61385935,"9,371.07",0.00000011%,"11,345.98",4237744.566,4207,0.03708471596,8.2E+03,-18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2020,2020,0.051409375,0.05133020833,119264931938,6121893803,"9,235.96","  18,426,025 ","  609,875 ",28.57310924,"9,331.09",0.00000011%,"11,040.21",3255310.874,4208,0.03702439892,8.0E+03,-16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2020,2020,0.051409375,0.051334375,121086665701,6215908305,"9,295.90","  18,426,925 ","  610,775 ",28.53247923,"9,291.34",0.00000011%,"11,193.81",3602076.132,4209,0.03696417997,8.1E+03,-17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,2020,0.051409375,0.05133854167,124167138543,6374559816,"9,238.13","  18,427,825 ","  606,013 ",28.75819393,"9,513.60",0.00000011%,"11,570.33",5439160.04,4210,0.03690405897,8.3E+03,-20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2020,2020,0.051409375,0.05134270833,118993507770,6109448963,"9,254.52","  18,428,725 ","  606,913 ",28.71703087,"9,472.80",0.00000011%,"11,073.26",3307819.058,4211,0.03684403576,7.9E+03,-16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2020,2020,0.051409375,0.051346875,117268964179,6021394845,"9,193.51","  18,429,625 ","  607,813 ",28.67598972,"9,432.25",0.00000011%,"10,898.07",2905515.558,4212,0.03678411017,7.8E+03,-16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2020,2020,0.051409375,0.05135104167,101748071861,5224869478,"9,131.00","  18,430,525 ","  604,063 ",28.85549922,"9,610.50",0.00000011%,"9,515.64",147947.8905,4213,0.03672428205,6.8E+03,-4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2020,2020,0.051409375,0.05135520833,112095333406,5756679200,"9,154.19","  18,431,425 ","  604,963 ",28.81405872,"9,569.15",0.00000011%,"10,469.13",1729056.769,4214,0.03666455124,7.5E+03,-13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/2020,2020,0.051409375,0.051359375,112957605202,5801432005,"9,174.71","  18,432,325 ","  605,863 ",28.77274134,"9,528.04",0.00000011%,"10,535.38",1851436.448,4215,0.03660491757,7.5E+03,-13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2020,2020,0.051409375,0.05136354167,121580323156,6244795994,"9,214.66","  18,433,225 ","  600,713 ",29.02091267,"9,776.72",0.00000011%,"11,438.35",4944785.86,4216,0.0365453809,8.1E+03,-19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2020,2020,0.051409375,0.05136770833,107783974429,5536615761,"9,163.87","  18,434,125 ","  601,613 ",28.97899395,"9,734.42",0.00000011%,"10,126.55",926759.0832,4217,0.03648594107,7.2E+03,-10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2020,2020,0.051409375,0.051371875,124167138543,6378698720,"9,392.66","  18,435,025 ","  602,513 ",28.93720047,"9,692.36",0.00000011%,"11,649.91",5095177.014,4218,0.03642659791,8.3E+03,-19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2020,2020,0.051409375,0.05137604167,117268964179,6024815190,"9,537.40","  18,435,925 ","  598,013 ",29.15645576,"9,914.35",0.00000011%,"11,086.96",2401131.599,4219,0.03636735127,7.8E+03,-14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2020,2020,0.051409375,0.05138020833,138825759065,7132896423,"9,613.11","  18,436,825 ","  598,913 ",29.11414439,"9,871.25",0.00000011%,"13,107.02",12207396.49,4220,0.03630820099,9.3E+03,-27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2020,2020,0.051409375,0.051384375,122442594952,6291636215,"9,551.28","  18,437,725 ","  599,813 ",29.07195999,"9,828.40",0.00000011%,"11,544.41",3972581.633,4221,0.03624914692,8.1E+03,-17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/2020,2020,0.051409375,0.05138854167,136238943679,7001120634,"9,707.50","  18,438,625 ","  594,550 ",29.3307964,"10,093.26",0.00000011%,"12,960.61",10582712.35,4222,0.0361901889,9.1E+03,-25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2020,2020,0.051409375,0.05139270833,128205972903,6588852172,"9,938.83","  18,439,525 ","  595,450 ",29.28797548,"10,049.12",0.00000011%,"12,179.60",5021056.894,4223,0.03613132677,8.6E+03,-18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2020,2020,0.051409375,0.051396875,121437040395,6241484386,"11,042.40","  18,440,425 ","  596,350 ",29.24528381,"10,005.24",0.00000011%,"11,520.67",228741.0417,4224,0.03607256038,8.1E+03,-4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2020,2020,0.051409375,0.05140104167,123949530886,6371135002,"10,934.94","  18,441,325 ","  591,238 ",29.49969344,"10,268.63",0.00000011%,"11,862.28",859964.6559,4225,0.03601388957,8.3E+03,-8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2020,2020,0.051409375,0.05140520833,113062072092,5811979370,"11,102.67","  18,442,225 ","  592,138 ",29.45637626,"10,223.46",0.00000011%,"10,805.31",88421.27649,4226,0.03595531418,7.6E+03,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2020,2020,0.051409375,0.051409375,128137015038,6587443857,"11,114.93","  18,443,125 ","  593,038 ",29.41319057,"10,178.56",0.00000011%,"12,229.06",1241282.554,4227,0.03589683407,8.5E+03,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2020,2020,0.051409375,0.051409375,114737065753,5898560840,"11,343.88","  18,444,025 ","  587,888 ",29.6723863,"10,450.03",0.00000011%,"11,046.70",88316.85227,4228,0.03583844907,7.7E+03,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2020,2020,0.05115,0.05140072917,118087053074,6069760633,"11,823.69","  18,444,925 ","  588,788 ",29.62855869,"10,403.79",0.00000011%,"11,350.53",223882.5675,4229,0.03578015904,7.9E+03,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2020,2020,0.05115,0.05139208333,135674486511,6972594517,"11,077.77","  18,445,825 ","  589,688 ",29.58486486,"10,357.83",0.00000011%,"13,019.61",3770741.127,4230,0.03572196381,9.0E+03,-15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2020,2020,0.05115,0.0513834375,121437040395,6239852575,"11,242.57","  18,446,725 ","  584,700 ",29.83876347,"10,626.80",0.00000011%,"11,751.39",258894.3205,4231,0.03566386323,8.2E+03,-4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2020,2020,0.05115,0.05137479167,108037091110,5550383048,"11,194.25","  18,447,625 ","  585,600 ",29.7944416,"10,579.51",0.00000011%,"10,437.40",572827.6835,4232,0.03560585715,7.2E+03,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2020,2020,0.05115,0.05136614583,130649505529,6710961554,"11,750.28","  18,448,525 ","  586,500 ",29.75025575,"10,532.52",0.00000011%,"12,601.13",723942.0271,4233,0.03554794542,8.7E+03,-7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2020,2020,0.05115,0.0513575,127299518207,6537785006,"11,772.94","  18,449,425 ","  581,875 ",29.98827068,"10,787.34",0.00000011%,"12,374.17",361475.5096,4234,0.03549012788,8.6E+03,-5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2020,2020,0.05115,0.05134885417,118924549904,6106639370,"11,605.60","  18,450,325 ","  582,775 ",29.94350307,"10,739.10",0.00000011%,"11,540.88",4188.962246,4235,0.03543240438,8.0E+03,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2020,2020,0.05115,0.05134020833,130649505529,6707572832,"11,767.60","  18,451,225 ","  583,675 ",29.89887352,"10,691.15",0.00000011%,"12,657.68",792246.2313,4236,0.03537477476,8.7E+03,-7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2020,2020,0.05115,0.0513315625,114901504533,5898073761,"11,684.06","  18,452,125 ","  579,113 ",30.13598394,"10,947.53",0.00000011%,"11,218.36",216872.5074,4237,0.03531723887,7.7E+03,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2020,2020,0.05115,0.05132291667,129741892842,6658732355,"11,893.03","  18,453,025 ","  580,013 ",30.09077391,"10,898.33",0.00000011%,"12,646.17",567213.8743,4238,0.03525979657,8.7E+03,-6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2020,2020,0.05115,0.05131427083,132269332313,6787304341,"11,392.43","  18,453,925 ","  580,913 ",30.04570396,"10,849.44",0.00000011%,"12,871.04",2186290.148,4239,0.03520244769,8.8E+03,-11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2020,2020,0.05115,0.051305625,123844534077,6353921224,"11,573.11","  18,454,825 ","  575,988 ",30.30417327,"11,131.85",0.00000010%,"12,152.85",336101.4457,4240,0.03514519209,8.3E+03,-5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2020,2020,0.05115,0.05129697917,140694130550,7217183884,"11,777.43","  18,455,725 ","  576,888 ",30.25845594,"11,081.54",0.00000010%,"13,783.15",4022914.431,4241,0.03508802962,9.4E+03,-15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2020,2020,0.05115,0.05128833333,131426852489,6740664219,"11,774.38","  18,456,625 ","  577,788 ",30.21288103,"11,031.55",0.00000010%,"12,853.72",1164972.397,4242,0.03503096011,8.8E+03,-8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2020,2020,0.05115,0.0512796875,128056933195,6566719516,"11,873.98","  18,457,525 ","  573,675 ",30.43103674,"11,272.24",0.00000010%,"12,612.44",545325.9411,4243,0.03497398343,8.6E+03,-6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2020,2020,0.05115,0.05127104167,105309977956,5399352268,"11,914.01","  18,458,425 ","  574,575 ",30.38493669,"11,221.09",0.00000010%,"10,354.62",2431712.346,4244,0.03491709942,7.1E+03,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2020,2020,0.05115,0.05126239583,117947175311,6046254788,"12,293.72","  18,459,325 ","  575,475 ",30.33898084,"11,170.25",0.00000010%,"11,577.68",512718.8924,4245,0.03486030793,7.9E+03,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2020,2020,0.05115,0.05125375,116262215664,5958874536,"11,969.53","  18,460,225 ","  570,725 ",30.59306146,"11,453.25",0.00000010%,"11,505.91",214939.3103,4246,0.03480360881,7.8E+03,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2020,2020,0.05115,0.05124510417,123002054253,6303253083,"11,734.00","  18,461,125 ","  571,625 ",30.5464684,"11,401.00",0.00000010%,"12,152.33",175003.7398,4247,0.0347470019,8.2E+03,-3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2020,2020,0.05115,0.05123645833,130584372666,6690680769,"11,865.82","  18,462,025 ","  572,525 ",30.50002183,"11,349.07",0.00000010%,"12,879.66",1027872.952,4248,0.03469048707,8.7E+03,-8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2020,2020,0.05115,0.0512278125,114577256016,5869542188,"11,522.80","  18,462,925 ","  567,750 ",30.75812417,"11,639.64",0.00000010%,"11,394.57",16442.2841,4249,0.03463406416,7.7E+03,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2020,2020,0.05115,0.05121916667,132269332313,6774724977,"11,683.44","  18,463,825 ","  568,650 ",30.71102611,"11,586.25",0.00000010%,"13,131.67",2097370.064,4250,0.03457773301,8.9E+03,-11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
