Date,Year,Hardware Weighted Ave Energy Efficiency (J/GH),1 Month MA of Efficiency (J/GH),HR (GH/s),Energy-In (W),Price ($),Circulating BTC (Stock),Flow,S2F,SF Model ($),Supply Growth Rate (1/s),Energy Value ($),Energy Value Residuals,Barssince,Est. Energy Efficiency (2015-),Est. Energy Value,Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2016,2016,0.2687594571,0.2687594571,1462462045,393050505.2,683.69,"  15,967,188 ","  1,166,113 ",12.83511454,845.78,0.00000025%,318.41,133431.9576,2862,,,115%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2016,2016,0.2687594571,0.2687594571,1462462045,393050505.2,683.69,"  15,967,188 ","  1,154,888 ",12.95986622,870.69,0.00000024%,321.50,131180.5972,2863,,,113%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2016,2016,0.2687594571,0.2687594571,1462462045,393050505.2,683.69,"  15,967,188 ","  1,154,888 ",12.95986622,870.69,0.00000024%,321.50,131180.5972,2864,,,113%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2016,2016,0.2687594571,0.2687594571,1847956772,496655858.7,709.96,"  15,972,763 ","  1,160,463 ",12.9024096,859.16,0.00000025%,404.45,93338.91461,2865,,,76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2016,2016,0.2687594571,0.2687594571,1847956772,496655858.7,709.96,"  15,972,763 ","  1,149,713 ",13.02304924,883.48,0.00000024%,408.23,91042.52939,2866,,,74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2016,2016,0.2687594571,0.2687594571,1847956772,496655858.7,709.96,"  15,972,763 ","  1,149,713 ",13.02304924,883.48,0.00000024%,408.23,91042.52939,2867,,,74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2016,2016,0.2687594571,0.2687594571,2126416012,571494412.7,721.50,"  15,978,813 ","  1,155,763 ",12.96011291,870.74,0.00000024%,467.47,64530.69857,2868,,,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2016,2016,0.2687594571,0.2687594571,2126416012,571494412.7,721.50,"  15,978,813 ","  1,143,513 ",13.09894951,899.02,0.00000024%,472.48,62011.50761,2869,,,53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2016,2016,0.2687594571,0.2687594571,2126416012,571494412.7,721.50,"  15,978,813 ","  1,143,513 ",13.09894951,899.02,0.00000024%,472.48,62011.50761,2870,,,53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2016,2016,0.2687594571,0.2687594571,1809985057,486450601.3,702.28,"  15,984,725 ","  1,149,425 ",13.03671401,886.27,0.00000024%,400.26,91216.82936,2871,,,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2016,2016,0.2687594571,0.2687594571,1809985057,486450601.3,702.28,"  15,984,725 ","  1,137,600 ",13.17222662,914.19,0.00000024%,404.42,88720.98109,2872,,,74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2016,2016,0.2687594571,0.2687594571,1809985057,486450601.3,702.28,"  15,984,725 ","  1,137,600 ",13.17222662,914.19,0.00000024%,404.42,88720.98109,2873,,,74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2016,2016,0.2687594571,0.2687594571,2177044964,585101422.6,711.73,"  15,990,963 ","  1,143,838 ",13.10584983,900.44,0.00000024%,483.98,51868.59612,2874,,,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2016,2016,0.2687594571,0.2687594571,2177044964,585101422.6,711.73,"  15,990,963 ","  1,132,813 ",13.23340138,926.99,0.00000024%,488.69,49745.26059,2875,,,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2016,2016,0.2687594571,0.2687594571,2177044964,585101422.6,711.73,"  15,990,963 ","  1,132,813 ",13.23340138,926.99,0.00000024%,488.69,49745.26059,2876,,,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2016,2016,0.2687594571,0.2687594571,1989192740,534614360.7,748.98,"  15,996,575 ","  1,138,425 ",13.17309001,914.37,0.00000024%,444.49,92714.00557,2877,,,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2016,2016,0.2687594571,0.2687594571,1989192740,534614360.7,748.98,"  15,996,575 ","  1,125,650 ",13.32259139,945.86,0.00000024%,449.53,89667.44402,2878,,,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2016,2016,0.2687594571,0.2687594571,1989192740,534614360.7,748.98,"  15,996,575 ","  1,125,650 ",13.32259139,945.86,0.00000024%,449.53,89667.44402,2879,,,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2016,2016,0.2687594571,0.2687594571,1877125543,504495241.8,736.97,"  16,001,588 ","  1,130,663 ",13.26796237,934.27,0.00000024%,422.47,98910.62107,2880,,,74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2016,2016,0.2687594571,0.2687594571,1877125543,504495241.8,736.97,"  16,001,588 ","  1,119,013 ",13.40609466,963.76,0.00000024%,426.87,96163.42138,2881,,,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2016,2016,0.2687594571,0.2687594571,1877125543,504495241.8,736.97,"  16,001,588 ","  1,119,013 ",13.40609466,963.76,0.00000024%,426.87,96163.42138,2882,,,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2016,2016,0.2687594571,0.2687594571,2129276735,572263259.3,735.64,"  16,007,350 ","  1,124,775 ",13.34253517,950.11,0.00000024%,481.91,64377.64883,2883,,,53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2016,2016,0.2687594571,0.2687594571,2129276735,572263259.3,735.64,"  16,007,350 ","  1,113,350 ",13.4794539,979.66,0.00000024%,486.86,61892.58732,2884,,,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2016,2016,0.2687594571,0.2687594571,2129276735,572263259.3,735.64,"  16,007,350 ","  1,113,350 ",13.4794539,979.66,0.00000024%,486.86,61892.58732,2885,,,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2016,2016,0.2687594571,0.2687594571,2297377530,617441937.7,727.31,"  16,013,113 ","  1,119,113 ",13.41519508,965.72,0.00000024%,522.79,41828.52518,2886,,,39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2016,2016,0.2687594571,0.2687594571,2297377530,617441937.7,727.31,"  16,013,113 ","  1,106,638 ",13.56642306,998.75,0.00000023%,528.68,39452.63805,2887,,,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2016,2016,0.2687594571,0.2687594571,2297377530,617441937.7,727.31,"  16,013,113 ","  1,106,638 ",13.56642306,998.75,0.00000023%,528.68,39452.63805,2888,,,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2016,2016,0.2687594571,0.2687594571,2045226338,549673920.2,742.05,"  16,018,575 ","  1,112,100 ",13.50469832,985.18,0.00000023%,468.52,74821.11191,2889,,,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2016,2016,0.2687594571,0.2687594571,2045226338,549673920.2,742.05,"  16,018,575 ","  1,101,175 ",13.63868141,"1,014.79",0.00000023%,473.16,72299.80711,2890,,,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2016,2016,0.2687594571,0.2687594571,2045226338,549673920.2,742.05,"  16,018,575 ","  1,101,175 ",13.63868141,"1,014.79",0.00000023%,473.16,72299.80711,2891,,,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2016,2016,0.2687594571,0.2687594571,2109770131,567020675,762.97,"  16,024,363 ","  1,106,963 ",13.57260296,"1,000.11",0.00000023%,485.73,76861.35119,2892,,,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2016,2016,0.2687594571,0.2687594571,2109770131,567020675,762.97,"  16,024,363 ","  1,094,688 ",13.72479589,"1,034.14",0.00000023%,491.18,73870.98627,2893,,,55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2016,2016,0.2687594571,0.2687594571,2109770131,567020675,762.97,"  16,024,363 ","  1,094,688 ",13.72479589,"1,034.14",0.00000023%,491.18,73870.98627,2894,,,55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2016,2016,0.2687594571,0.2687594571,2494660628,670463635.9,758.99,"  16,030,313 ","  1,100,638 ",13.65600618,"1,018.66",0.00000023%,577.87,32803.1306,2895,,,31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2016,2016,0.2687594571,0.2687594571,2494660628,670463635.9,758.99,"  16,030,313 ","  1,087,338 ",13.82304252,"1,056.50",0.00000023%,584.94,30292.6927,2896,,,30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2016,2016,0.2687594571,0.2687594571,2494660628,670463635.9,758.99,"  16,030,313 ","  1,087,338 ",13.82304252,"1,056.50",0.00000023%,584.94,30292.6927,2897,,,30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2016,2016,0.2687594571,0.2687594571,1881686874,505721142.5,769.08,"  16,035,613 ","  1,092,638 ",13.76084246,"1,042.31",0.00000023%,439.23,108802.2898,2898,,,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2016,2016,0.2687594571,0.2687594571,1881686874,505721142.5,769.08,"  16,035,613 ","  1,080,363 ",13.91719215,"1,078.24",0.00000023%,444.22,105534.9575,2899,,,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2016,2016,0.2687594571,0.2687594571,1881686874,505721142.5,769.08,"  16,035,613 ","  1,080,363 ",13.91719215,"1,078.24",0.00000023%,444.22,105534.9575,2900,,,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2016,2016,0.2687594571,0.2687594571,2537426239,681957298.3,777.99,"  16,042,125 ","  1,086,875 ",13.83979298,"1,060.35",0.00000023%,595.69,33233.07559,2901,,,31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2016,2016,0.2687594571,0.2687594571,2537426239,681957298.3,777.99,"  16,042,125 ","  1,073,450 ",14.01287903,"1,100.63",0.00000023%,603.14,30572.33521,2902,,,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2016,2016,0.2687594571,0.2687594571,2537426239,681957298.3,777.99,"  16,042,125 ","  1,073,450 ",14.01287903,"1,100.63",0.00000023%,603.14,30572.33521,2903,,,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2016,2016,0.2687594571,0.2687594571,2050571629,551110517.5,775.88,"  16,047,113 ","  1,078,438 ",13.95269777,"1,086.51",0.00000023%,485.32,84423.38612,2904,,,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2016,2016,0.2687594571,0.2687594571,2050571629,551110517.5,775.88,"  16,047,113 ","  1,066,588 ",14.10771503,"1,123.13",0.00000022%,490.72,81319.07279,2905,,,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2016,2016,0.2687594571,0.2687594571,2050571629,551110517.5,775.88,"  16,047,113 ","  1,066,588 ",14.10771503,"1,123.13",0.00000022%,490.72,81319.07279,2906,,,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2016,2016,0.2687594571,0.2687594571,2343510433,629840591.5,788.67,"  16,052,563 ","  1,072,038 ",14.04107832,"1,107.29",0.00000023%,558.17,53131.09127,2907,,,41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2016,2016,0.2687594571,0.2687594571,2343510433,629840591.5,788.67,"  16,052,563 ","  1,060,438 ",14.19467201,"1,144.03",0.00000022%,564.27,50353.60495,2908,,,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2016,2016,0.2687594571,0.2687594571,2343510433,629840591.5,788.67,"  16,052,563 ","  1,060,438 ",14.19467201,"1,144.03",0.00000022%,564.27,50353.60495,2909,,,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2016,2016,0.2687594571,0.2687594571,2451435255,658846408.2,834.97,"  16,058,263 ","  1,066,138 ",14.12412799,"1,127.05",0.00000022%,587.33,61327.17373,2910,,,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2016,2016,0.2687594571,0.2687594571,2451435255,658846408.2,834.97,"  16,058,263 ","  1,054,938 ",14.27408022,"1,163.33",0.00000022%,593.56,58277.69776,2911,,,41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2016,2016,0.2687594571,0.2687594571,2451435255,658846408.2,834.97,"  16,058,263 ","  1,054,938 ",14.27408022,"1,163.33",0.00000022%,593.56,58277.69776,2912,,,41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2016,2016,0.2687594571,0.2687594571,2574777910,691995913,892.60,"  16,063,938 ","  1,060,613 ",14.20305484,"1,146.05",0.00000022%,620.32,74133.69749,2913,,,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/2016,2016,0.2687594571,0.2687594571,2574777910,691995913,892.60,"  16,063,938 ","  1,047,063 ",14.38685609,"1,191.13",0.00000022%,628.35,69826.70747,2914,,,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2016,2016,0.2687594571,0.2687594571,2574777910,691995913,892.60,"  16,063,938 ","  1,047,063 ",14.38685609,"1,191.13",0.00000022%,628.35,69826.70747,2915,,,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2016,2016,0.2687594571,0.2687594571,2589949671,696073467.2,930.34,"  16,069,713 ","  1,052,838 ",14.31342681,"1,172.98",0.00000022%,628.83,90908.79397,2916,,,48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2016,2016,0.2687594571,0.2687594571,2589949671,696073467.2,930.34,"  16,069,713 ","  1,041,113 ",14.4746245,"1,213.06",0.00000022%,635.91,86688.42645,2917,,,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2016,2016,0.2687594571,0.2687594571,2589949671,696073467.2,930.34,"  16,069,713 ","  1,041,113 ",14.4746245,"1,213.06",0.00000022%,635.91,86688.42645,2918,,,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2016,2016,0.2687594571,0.2687594571,2337271654,628163860.7,958.12,"  16,075,400 ","  1,046,800 ",14.40141383,"1,194.75",0.00000022%,570.97,149886.3949,2919,,,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2017,2017,0.2687594571,0.2687594571,2337271654,628163860.7,958.12,"  16,075,400 ","  1,036,275 ",14.54768281,"1,231.52",0.00000022%,576.77,145429.7773,2920,,,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2017,2017,0.2687594571,0.2687594571,2337271654,628163860.7,958.12,"  16,075,400 ","  1,036,275 ",14.54768281,"1,231.52",0.00000022%,576.77,145429.7773,2921,,,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2017,2017,0.2687594571,0.2687594571,2589949671,696073467.2,"1,013.42","  16,081,388 ","  1,042,263 ",14.46985524,"1,211.86",0.00000022%,635.70,142671.2733,2922,,,59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2017,2017,0.2687594571,0.2687594571,2589949671,696073467.2,"1,013.42","  16,081,388 ","  1,030,413 ",14.63626218,"1,254.15",0.00000022%,643.01,137201.9275,2923,,,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2017,2017,0.2687594571,0.2687594571,2589949671,696073467.2,"1,013.42","  16,081,388 ","  1,030,413 ",14.63626218,"1,254.15",0.00000022%,643.01,137201.9275,2924,,,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2017,2017,0.2687594571,0.2687594571,2542572542,683340416,999.65,"  16,087,063 ","  1,036,088 ",14.56157178,"1,235.05",0.00000022%,628.03,138102.568,2925,,,59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2017,2017,0.2687594571,0.2687594571,2542572542,683340416,999.65,"  16,087,063 ","  1,024,138 ",14.73148137,"1,278.79",0.00000022%,635.36,132709.7392,2926,,,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2017,2017,0.2687594571,0.2687594571,2542572542,683340416,999.65,"  16,087,063 ","  1,024,138 ",14.73148137,"1,278.79",0.00000022%,635.36,132709.7392,2927,,,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2017,2017,0.2687594571,0.2687594571,2147763141,577231655.8,910.49,"  16,092,575 ","  1,029,650 ",14.6579663,"1,259.74",0.00000022%,534.02,141729.3839,2928,,,70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2017,2017,0.2687594571,0.2687594571,2147763141,577231655.8,910.49,"  16,092,575 ","  1,016,750 ",14.84393902,"1,308.30",0.00000021%,540.80,136673.8435,2929,,,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2017,2017,0.2687594571,0.2687594571,2147763141,577231655.8,910.49,"  16,092,575 ","  1,016,750 ",14.84393902,"1,308.30",0.00000021%,540.80,136673.8435,2930,,,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017,2017,0.2687594571,0.2687594571,2897297864,778676200.9,780.92,"  16,098,638 ","  1,022,813 ",14.76188207,"1,286.72",0.00000021%,725.49,3072.269186,2931,,,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2017,2017,0.2687594571,0.2687594571,2897297864,778676200.9,780.92,"  16,098,638 ","  1,012,613 ",14.91057784,"1,326.00",0.00000021%,732.80,2315.554276,2932,,,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2017,2017,0.2687594571,0.2687594571,2897297864,778676200.9,780.92,"  16,098,638 ","  1,012,613 ",14.91057784,"1,326.00",0.00000021%,732.80,2315.554276,2933,,,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2017,2017,0.2687594571,0.2687594571,2796813545,751670089.9,819.55,"  16,104,750 ","  1,018,725 ",14.82711232,"1,303.86",0.00000021%,703.43,13485.01173,2934,,,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/2017,2017,0.2687594571,0.2687594571,2796813545,751670089.9,819.55,"  16,104,750 ","  1,007,400 ",14.99379591,"1,348.33",0.00000021%,711.33,11710.96506,2935,,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/2017,2017,0.2687594571,0.2687594571,2796813545,751670089.9,819.55,"  16,104,750 ","  1,007,400 ",14.99379591,"1,348.33",0.00000021%,711.33,11710.96506,2936,,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/2017,2017,0.2687594571,0.2687594571,2528855361,679653793.8,906.60,"  16,110,713 ","  1,013,363 ",14.91145814,"1,326.23",0.00000021%,639.65,71262.76039,2937,,,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2017,2017,0.2687594571,0.2687594571,2528855361,679653793.8,906.60,"  16,110,713 ","  1,002,638 ",15.07096284,"1,369.25",0.00000021%,646.49,67656.51858,2938,,,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2017,2017,0.2687594571,0.2687594571,2528855361,679653793.8,906.60,"  16,110,713 ","  1,002,638 ",15.07096284,"1,369.25",0.00000021%,646.49,67656.51858,2939,,,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2017,2017,0.2687594571,0.2687594571,3031276956,814684348.9,895.64,"  16,117,513 ","  1,009,438 ",14.97617485,"1,343.58",0.00000021%,770.06,15770.48215,2940,,,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2017,2017,0.2687594571,0.2687594571,3031276956,814684348.9,895.64,"  16,117,513 ","  996,688 ",15.16775569,"1,395.80",0.00000021%,779.91,13393.36153,2941,,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2017,2017,0.2687594571,0.2687594571,3031276956,814684348.9,895.64,"  16,117,513 ","  996,688 ",15.16775569,"1,395.80",0.00000021%,779.91,13393.36153,2942,,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2017,2017,0.2687594571,0.2687594571,2910612149,782254540.9,919.97,"  16,123,275 ","  1,002,450 ",15.08631353,"1,373.44",0.00000021%,744.84,30669.19931,2943,,,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2017,2017,0.2687594571,0.2687594571,2910612149,782254540.9,919.97,"  16,123,275 ","  990,175 ",15.27333552,"1,425.15",0.00000021%,754.08,27520.34151,2944,,,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2017,2017,0.2687594571,0.2687594571,2910612149,782254540.9,919.97,"  16,123,275 ","  990,175 ",15.27333552,"1,425.15",0.00000021%,754.08,27520.34151,2945,,,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2017,2017,0.2687594571,0.2687594571,3320832653,892505180.9,915.05,"  16,129,200 ","  996,100 ",15.1884349,"1,401.52",0.00000021%,855.57,3537.358445,2946,,,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2017,2017,0.2687594571,0.2687594571,3320832653,892505180.9,915.05,"  16,129,200 ","  983,725 ",15.37950139,"1,455.08",0.00000021%,866.34,2372.936696,2947,,,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2017,2017,0.2687594571,0.2687594571,3320832653,892505180.9,915.05,"  16,129,200 ","  983,725 ",15.37950139,"1,455.08",0.00000021%,866.34,2372.936696,2948,,,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2017,2017,0.2687594571,0.2687594571,2852009220,766504449.5,912.19,"  16,134,988 ","  989,513 ",15.29539799,"1,431.34",0.00000021%,739.96,29662.47974,2949,,,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2017,2017,0.2687594571,0.2687594571,2852009220,766504449.5,912.19,"  16,134,988 ","  976,538 ",15.49862396,"1,489.15",0.00000020%,749.79,26372.55978,2950,,,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2017,2017,0.2687594571,0.2687594571,2852009220,766504449.5,912.19,"  16,134,988 ","  976,538 ",15.49862396,"1,489.15",0.00000020%,749.79,26372.55978,2951,,,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2017,2017,0.2125063047,0.266884352,3066886627,818504050,983.42,"  16,141,163 ","  982,713 ",15.40752,"1,463.05",0.00000021%,795.95,35143.79936,2952,,,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2017,2017,0.2125063047,0.2650092469,3066886627,812753315.3,983.42,"  16,141,163 ","  969,238 ",15.62172584,"1,524.92",0.00000020%,801.35,33149.83232,2953,,,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2017,2017,0.2125063047,0.2631341418,3066886627,807002580.6,983.42,"  16,141,163 ","  969,238 ",15.62172584,"1,524.92",0.00000020%,795.68,35246.68176,2954,,,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2017,2017,0.2125063047,0.2612590367,3336807821,871771197.1,"1,034.07","  16,146,813 ","  974,888 ",15.53698504,"1,500.24",0.00000020%,854.88,32110.41805,2955,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2017,2017,0.2125063047,0.2593839317,3336807821,865514331.8,"1,034.07","  16,146,813 ","  961,538 ",15.75270075,"1,563.60",0.00000020%,860.52,30118.0339,2956,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2017,2017,0.2125063047,0.2575088266,3336807821,859257466.5,"1,034.07","  16,146,813 ","  961,538 ",15.75270075,"1,563.60",0.00000020%,854.30,32315.9134,2957,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2017,2017,0.2125063047,0.2556337215,3063987056,783258413.7,"1,052.84","  16,152,088 ","  966,813 ",15.67220893,"1,539.75",0.00000020%,774.76,77326.4487,2958,,,36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2017,2017,0.2125063047,0.2537586164,3063987056,777513116,"1,052.84","  16,152,088 ","  953,563 ",15.88997837,"1,604.83",0.00000020%,779.77,74568.72509,2959,,,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2017,2017,0.2125063047,0.2518835113,3063987056,771767818.3,"1,052.84","  16,152,088 ","  953,563 ",15.88997837,"1,604.83",0.00000020%,774.01,77748.79055,2960,,,36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2017,2017,0.2125063047,0.2500084063,2917083567,729295413.4,997.59,"  16,157,775 ","  959,250 ",15.80169403,"1,578.23",0.00000020%,727.35,73031.78466,2961,,,37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2017,2017,0.2125063047,0.2481333012,2917083567,723825575.2,997.59,"  16,157,775 ","  946,950 ",16.00694334,"1,640.53",0.00000020%,731.27,70927.65396,2962,,,36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2017,2017,0.2125063047,0.2462581961,2917083567,718355737,997.59,"  16,157,775 ","  946,950 ",16.00694334,"1,640.53",0.00000020%,725.74,73901.6278,2963,,,37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2017,2017,0.2125063047,0.244383091,3546669948,866746164.7,"1,001.20","  16,163,675 ","  952,850 ",15.91402109,"1,612.13",0.00000020%,870.57,17063.08478,2964,,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
